origin_latitude,origin_longitude,destination_latitude,destination_longitude,distance
-34.592267,-70.98697,-34.209034,-70.89944,62696.0
-34.592267,-70.98697,-34.122416,-70.63519,66753.0
-34.592267,-70.98697,-34.451828,-70.894173,31188.0
-34.592267,-70.98697,-34.001395,-70.69353,75407.0
-34.592267,-70.98697,-34.205148,-70.656517,61438.0
-34.592267,-70.98697,-34.244133,-70.985211,71416.0
-34.592267,-70.98697,-34.15542,-70.713246,57972.0
-34.592267,-70.98697,-34.284441,-70.827128,39046.0
-34.592267,-70.98697,-34.578322,-70.99083,2743.25
-34.592267,-70.98697,-34.576814,-71.003303,3148.0
-34.592267,-70.98697,-34.290173,-71.082854,58763.0
-34.592267,-70.98697,-34.173178,-70.701602,56621.0
-34.592267,-70.98697,-34.164,-70.734403,56561.75
-34.592267,-70.98697,-34.29072,-70.8089,39707.0
-34.592267,-70.98697,-33.963413,-70.68885,83187.0
-34.592267,-70.98697,-34.159411,-70.715086,57019.5
-34.592267,-70.98697,-34.185892,-70.72026,54627.0
-34.592267,-70.98697,-34.265366,-71.0215,65541.0
-34.592267,-70.98697,-34.001488,-70.693508,75397.0
-34.592267,-70.98697,-34.174327,-70.752931,55298.75
-34.592267,-70.98697,-34.222828,-70.972191,70646.0
-34.592267,-70.98697,-34.289161,-71.083084,58654.0
-34.592267,-70.98697,-34.190127,-70.716163,55348.0
-34.592267,-70.98697,-34.179033,-70.714959,55542.0
-34.592267,-70.98697,-34.173571,-70.842738,56612.0
-34.592267,-70.98697,-34.566607,-71.000203,4039.25
-34.592267,-70.98697,-34.331449,-70.888853,36816.0
-34.592267,-70.98697,-34.160367,-70.744945,58213.0
-34.592267,-70.98697,-34.17594,-70.695381,57285.0
-34.592267,-70.98697,-34.114467,-70.682847,62423.0
-34.592267,-70.98697,-34.252923,-70.793993,44822.0
-34.592267,-70.98697,-34.223315,-70.967008,70134.0
-34.592267,-70.98697,-34.163507,-70.712884,56225.0
-34.592267,-70.98697,-34.228274,-70.782333,46495.0
-34.592267,-70.98697,-34.182208,-70.694532,57712.0
-34.171195,-70.74279,-34.592267,-70.98697,53984.0
-34.171195,-70.74279,-34.171195,-70.74279,0.0
-34.171195,-70.74279,-34.392256,-70.854765,32832.0
-34.171195,-70.74279,-34.177588,-70.757829,2603.0
-34.171195,-70.74279,-34.400957,-70.842169,33430.0
-34.171195,-70.74279,-34.209184,-70.814858,11575.0
-34.171195,-70.74279,-34.176538,-70.736833,1035.0
-34.171195,-70.74279,-34.575542,-70.995463,54914.0
-34.171195,-70.74279,-34.212196,-70.657681,9883.0
-34.171195,-70.74279,-34.267358,-71.031469,31649.75
-34.171195,-70.74279,-34.04645,-70.675743,21630.0
-34.171195,-70.74279,-34.035962,-70.647753,21840.0
-34.171195,-70.74279,-34.360931,-70.836255,27015.0
-34.171195,-70.74279,-34.267326,-71.031936,31663.75
-34.171195,-70.74279,-34.583904,-70.992034,54117.0
-34.171195,-70.74279,-34.15092,-70.76583,4705.0
-34.171195,-70.74279,-34.23582,-70.778198,13032.0
-34.171195,-70.74279,-34.238334,-70.978748,25353.75
-34.171195,-70.74279,-34.045113,-70.67002,21020.0
-34.171195,-70.74279,-34.191216,-70.67202,7589.0
-34.171195,-70.74279,-34.175594,-70.703832,3714.0
-34.171195,-70.74279,-34.170956,-70.703133,4108.0
-34.171195,-70.74279,-34.409004,-70.864319,32113.0
-34.171195,-70.74279,-34.20289334239257,-70.75137574951917,8260.0
-34.171195,-70.74279,-34.545347,-70.95309,51728.0
-34.171195,-70.74279,-34.160741,-70.73843,2592.0
-34.171195,-70.74279,-34.590813,-70.996078,54885.0
-34.171195,-70.74279,-34.249185,-71.04603,33734.75
-34.171195,-70.74279,-34.405065,-70.846615,32785.0
-34.171195,-70.74279,-34.590044,-70.968221,54359.0
-34.171195,-70.74279,-34.160107,-70.704028,4548.0
-34.171195,-70.74279,-34.28162,-71.075432,36022.75
-34.171195,-70.74279,-34.167152,-70.740349,1512.5
-34.171195,-70.74279,-34.209034,-70.89944,17503.75
-34.171195,-70.74279,-34.122416,-70.63519,13968.0
-34.171195,-70.74279,-34.451828,-70.894173,35924.0
-34.171195,-70.74279,-34.001395,-70.69353,21493.0
-34.171195,-70.74279,-34.205148,-70.656517,9904.0
-34.171195,-70.74279,-34.244133,-70.985211,26223.75
-34.171195,-70.74279,-34.15542,-70.713246,4530.0
-34.171195,-70.74279,-34.284441,-70.827128,16852.0
-34.171195,-70.74279,-34.578322,-70.99083,54370.0
-34.171195,-70.74279,-34.576814,-71.003303,56036.0
-34.171195,-70.74279,-34.290173,-71.082854,37412.75
-34.171195,-70.74279,-34.173178,-70.701602,4104.0
-34.171195,-70.74279,-34.164,-70.734403,1651.0
-34.171195,-70.74279,-34.29072,-70.8089,17639.0
-34.171195,-70.74279,-33.963413,-70.68885,29273.0
-34.171195,-70.74279,-34.159411,-70.715086,3963.0
-34.171195,-70.74279,-34.185892,-70.72026,3093.0
-34.171195,-70.74279,-34.265366,-71.0215,31214.75
-34.171195,-70.74279,-34.001488,-70.693508,21483.0
-34.171195,-70.74279,-34.174327,-70.752931,1762.0
-34.171195,-70.74279,-34.222828,-70.972191,25453.75
-34.171195,-70.74279,-34.289161,-71.083084,37303.75
-34.171195,-70.74279,-34.190127,-70.716163,3814.0
-34.171195,-70.74279,-34.179033,-70.714959,3397.0
-34.171195,-70.74279,-34.173571,-70.842738,11419.75
-34.171195,-70.74279,-34.566607,-71.000203,55666.0
-34.171195,-70.74279,-34.331449,-70.888853,27902.0
-34.171195,-70.74279,-34.160367,-70.744945,2129.0
-34.171195,-70.74279,-34.17594,-70.695381,4768.0
-34.171195,-70.74279,-34.114467,-70.682847,9638.0
-34.171195,-70.74279,-34.252923,-70.793993,12191.0
-34.171195,-70.74279,-34.223315,-70.967008,24941.75
-34.171195,-70.74279,-34.163507,-70.712884,3440.0
-34.171195,-70.74279,-34.228274,-70.782333,11416.0
-34.171195,-70.74279,-34.182208,-70.694532,5195.0
-34.392256,-70.854765,-34.592267,-70.98697,26777.0
-34.392256,-70.854765,-34.171195,-70.74279,30903.5
-34.392256,-70.854765,-34.392256,-70.854765,0.0
-34.392256,-70.854765,-34.177588,-70.757829,30547.75
-34.392256,-70.854765,-34.400957,-70.842169,2652.0
-34.392256,-70.854765,-34.209184,-70.814858,29366.0
-34.392256,-70.854765,-34.176538,-70.736833,30138.0
-34.392256,-70.854765,-34.575542,-70.995463,27707.0
-34.392256,-70.854765,-34.212196,-70.657681,37010.0
-34.392256,-70.854765,-34.267358,-71.031469,52435.0
-34.392256,-70.854765,-34.04645,-70.675743,50185.0
-34.392256,-70.854765,-34.035962,-70.647753,50395.0
-34.392256,-70.854765,-34.360931,-70.836255,4600.0
-34.392256,-70.854765,-34.267326,-71.031936,52449.0
-34.392256,-70.854765,-34.583904,-70.992034,26910.0
-34.392256,-70.854765,-34.15092,-70.76583,30613.0
-34.392256,-70.854765,-34.23582,-70.778198,22203.0
-34.392256,-70.854765,-34.238334,-70.978748,46139.0
-34.392256,-70.854765,-34.045113,-70.67002,49575.0
-34.392256,-70.854765,-34.191216,-70.67202,36219.5
-34.392256,-70.854765,-34.175594,-70.703832,31824.0
-34.392256,-70.854765,-34.170956,-70.703133,32218.0
-34.392256,-70.854765,-34.409004,-70.864319,2195.0
-34.392256,-70.854765,-34.20289334239257,-70.75137574951917,24721.0
-34.392256,-70.854765,-34.545347,-70.95309,24521.0
-34.392256,-70.854765,-34.160741,-70.73843,33382.0
-34.392256,-70.854765,-34.590813,-70.996078,27678.0
-34.392256,-70.854765,-34.249185,-71.04603,54520.0
-34.392256,-70.854765,-34.405065,-70.846615,2387.0
-34.392256,-70.854765,-34.590044,-70.968221,27152.0
-34.392256,-70.854765,-34.160107,-70.704028,32926.0
-34.392256,-70.854765,-34.28162,-71.075432,51963.0
-34.392256,-70.854765,-34.167152,-70.740349,33198.25
-34.392256,-70.854765,-34.209034,-70.89944,38289.0
-34.392256,-70.854765,-34.122416,-70.63519,42346.0
-34.392256,-70.854765,-34.451828,-70.894173,8717.0
-34.392256,-70.854765,-34.001395,-70.69353,51000.0
-34.392256,-70.854765,-34.205148,-70.656517,37031.0
-34.392256,-70.854765,-34.244133,-70.985211,47009.0
-34.392256,-70.854765,-34.15542,-70.713246,33565.0
-34.392256,-70.854765,-34.284441,-70.827128,14639.0
-34.392256,-70.854765,-34.578322,-70.99083,27163.0
-34.392256,-70.854765,-34.576814,-71.003303,28829.0
-34.392256,-70.854765,-34.290173,-71.082854,51257.0
-34.392256,-70.854765,-34.173178,-70.701602,32214.0
-34.392256,-70.854765,-34.164,-70.734403,32154.75
-34.392256,-70.854765,-34.29072,-70.8089,15300.0
-34.392256,-70.854765,-33.963413,-70.68885,58780.0
-34.392256,-70.854765,-34.159411,-70.715086,32612.5
-34.392256,-70.854765,-34.185892,-70.72026,30220.0
-34.392256,-70.854765,-34.265366,-71.0215,52000.0
-34.392256,-70.854765,-34.001488,-70.693508,50990.0
-34.392256,-70.854765,-34.174327,-70.752931,30891.75
-34.392256,-70.854765,-34.222828,-70.972191,46239.0
-34.392256,-70.854765,-34.289161,-71.083084,51148.0
-34.392256,-70.854765,-34.190127,-70.716163,30941.0
-34.392256,-70.854765,-34.179033,-70.714959,31135.0
-34.392256,-70.854765,-34.173571,-70.842738,32205.0
-34.392256,-70.854765,-34.566607,-71.000203,28459.0
-34.392256,-70.854765,-34.331449,-70.888853,11778.25
-34.392256,-70.854765,-34.160367,-70.744945,33806.0
-34.392256,-70.854765,-34.17594,-70.695381,32878.0
-34.392256,-70.854765,-34.114467,-70.682847,38016.0
-34.392256,-70.854765,-34.252923,-70.793993,20415.0
-34.392256,-70.854765,-34.223315,-70.967008,45727.0
-34.392256,-70.854765,-34.163507,-70.712884,31818.0
-34.392256,-70.854765,-34.228274,-70.782333,22088.0
-34.392256,-70.854765,-34.182208,-70.694532,33305.0
-34.177588,-70.757829,-34.592267,-70.98697,54169.5
-34.177588,-70.757829,-34.171195,-70.74279,2266.0
-34.177588,-70.757829,-34.392256,-70.854765,33017.5
-34.177588,-70.757829,-34.177588,-70.757829,0.0
-34.177588,-70.757829,-34.400957,-70.842169,33615.5
-34.177588,-70.757829,-34.209184,-70.814858,10742.75
-34.177588,-70.757829,-34.176538,-70.736833,2540.0
-34.177588,-70.757829,-34.575542,-70.995463,55099.5
-34.177588,-70.757829,-34.212196,-70.657681,11301.0
-34.177588,-70.757829,-34.267358,-71.031469,29550.5
-34.177588,-70.757829,-34.04645,-70.675743,24641.5
-34.177588,-70.757829,-34.035962,-70.647753,24851.5
-34.177588,-70.757829,-34.360931,-70.836255,27200.5
-34.177588,-70.757829,-34.267326,-71.031936,29564.5
-34.177588,-70.757829,-34.583904,-70.992034,54302.5
-34.177588,-70.757829,-34.15092,-70.76583,4424.0
-34.177588,-70.757829,-34.23582,-70.778198,12199.75
-34.177588,-70.757829,-34.238334,-70.978748,23254.5
-34.177588,-70.757829,-34.045113,-70.67002,24031.5
-34.177588,-70.757829,-34.191216,-70.67202,10488.75
-34.177588,-70.757829,-34.175594,-70.703832,6403.0
-34.177588,-70.757829,-34.170956,-70.703133,6881.75
-34.177588,-70.757829,-34.409004,-70.864319,32298.5
-34.177588,-70.757829,-34.20289334239257,-70.75137574951917,7427.75
-34.177588,-70.757829,-34.545347,-70.95309,51913.5
-34.177588,-70.757829,-34.160741,-70.73843,4057.0
-34.177588,-70.757829,-34.590813,-70.996078,55070.5
-34.177588,-70.757829,-34.249185,-71.04603,31635.5
-34.177588,-70.757829,-34.405065,-70.846615,32970.5
-34.177588,-70.757829,-34.590044,-70.968221,54544.5
-34.177588,-70.757829,-34.160107,-70.704028,7129.0
-34.177588,-70.757829,-34.28162,-71.075432,33923.5
-34.177588,-70.757829,-34.167152,-70.740349,3118.0
-34.177588,-70.757829,-34.209034,-70.89944,15404.5
-34.177588,-70.757829,-34.122416,-70.63519,16616.0
-34.177588,-70.757829,-34.451828,-70.894173,36109.5
-34.177588,-70.757829,-34.001395,-70.69353,28348.5
-34.177588,-70.757829,-34.205148,-70.656517,11322.0
-34.177588,-70.757829,-34.244133,-70.985211,24124.5
-34.177588,-70.757829,-34.15542,-70.713246,8116.75
-34.177588,-70.757829,-34.284441,-70.827128,17037.5
-34.177588,-70.757829,-34.578322,-70.99083,54555.5
-34.177588,-70.757829,-34.576814,-71.003303,56221.5
-34.177588,-70.757829,-34.290173,-71.082854,35313.5
-34.177588,-70.757829,-34.173178,-70.701602,6793.0
-34.177588,-70.757829,-34.164,-70.734403,3986.0
-34.177588,-70.757829,-34.29072,-70.8089,17824.5
-34.177588,-70.757829,-33.963413,-70.68885,36128.5
-34.177588,-70.757829,-34.159411,-70.715086,7388.5
-34.177588,-70.757829,-34.185892,-70.72026,4511.0
-34.177588,-70.757829,-34.265366,-71.0215,29115.5
-34.177588,-70.757829,-34.001488,-70.693508,28338.5
-34.177588,-70.757829,-34.174327,-70.752931,891.0
-34.177588,-70.757829,-34.222828,-70.972191,23354.5
-34.177588,-70.757829,-34.289161,-71.083084,35204.5
-34.177588,-70.757829,-34.190127,-70.716163,5232.0
-34.177588,-70.757829,-34.179033,-70.714959,5497.25
-34.177588,-70.757829,-34.173571,-70.842738,9320.5
-34.177588,-70.757829,-34.566607,-71.000203,55851.5
-34.177588,-70.757829,-34.331449,-70.888853,28087.5
-34.177588,-70.757829,-34.160367,-70.744945,3275.0
-34.177588,-70.757829,-34.17594,-70.695381,7457.0
-34.177588,-70.757829,-34.114467,-70.682847,12286.0
-34.177588,-70.757829,-34.252923,-70.793993,11358.75
-34.177588,-70.757829,-34.223315,-70.967008,22842.5
-34.177588,-70.757829,-34.163507,-70.712884,6088.0
-34.177588,-70.757829,-34.228274,-70.782333,10583.75
-34.177588,-70.757829,-34.182208,-70.694532,7884.0
-34.400957,-70.842169,-34.592267,-70.98697,27395.0
-34.400957,-70.842169,-34.171195,-70.74279,33603.5
-34.400957,-70.842169,-34.392256,-70.854765,2652.0
-34.400957,-70.842169,-34.177588,-70.757829,33247.75
-34.400957,-70.842169,-34.400957,-70.842169,0.0
-34.400957,-70.842169,-34.209184,-70.814858,32066.0
-34.400957,-70.842169,-34.176538,-70.736833,32838.0
-34.400957,-70.842169,-34.575542,-70.995463,28325.0
-34.400957,-70.842169,-34.212196,-70.657681,39710.0
-34.400957,-70.842169,-34.267358,-71.031469,55135.0
-34.400957,-70.842169,-34.04645,-70.675743,52885.0
-34.400957,-70.842169,-34.035962,-70.647753,53095.0
-34.400957,-70.842169,-34.360931,-70.836255,6108.0
-34.400957,-70.842169,-34.267326,-71.031936,55149.0
-34.400957,-70.842169,-34.583904,-70.992034,27528.0
-34.400957,-70.842169,-34.15092,-70.76583,33313.0
-34.400957,-70.842169,-34.23582,-70.778198,24903.0
-34.400957,-70.842169,-34.238334,-70.978748,48839.0
-34.400957,-70.842169,-34.045113,-70.67002,52275.0
-34.400957,-70.842169,-34.191216,-70.67202,38919.5
-34.400957,-70.842169,-34.175594,-70.703832,34524.0
-34.400957,-70.842169,-34.170956,-70.703133,34918.0
-34.400957,-70.842169,-34.409004,-70.864319,2813.0
-34.400957,-70.842169,-34.20289334239257,-70.75137574951917,27421.0
-34.400957,-70.842169,-34.545347,-70.95309,25139.0
-34.400957,-70.842169,-34.160741,-70.73843,36082.0
-34.400957,-70.842169,-34.590813,-70.996078,28296.0
-34.400957,-70.842169,-34.249185,-71.04603,57220.0
-34.400957,-70.842169,-34.405065,-70.846615,823.0
-34.400957,-70.842169,-34.590044,-70.968221,27770.0
-34.400957,-70.842169,-34.160107,-70.704028,35626.0
-34.400957,-70.842169,-34.28162,-71.075432,52581.0
-34.400957,-70.842169,-34.167152,-70.740349,35898.25
-34.400957,-70.842169,-34.209034,-70.89944,40989.0
-34.400957,-70.842169,-34.122416,-70.63519,45046.0
-34.400957,-70.842169,-34.451828,-70.894173,9335.0
-34.400957,-70.842169,-34.001395,-70.69353,53700.0
-34.400957,-70.842169,-34.205148,-70.656517,39731.0
-34.400957,-70.842169,-34.244133,-70.985211,49709.0
-34.400957,-70.842169,-34.15542,-70.713246,36265.0
-34.400957,-70.842169,-34.284441,-70.827128,17339.0
-34.400957,-70.842169,-34.578322,-70.99083,27781.0
-34.400957,-70.842169,-34.576814,-71.003303,29447.0
-34.400957,-70.842169,-34.290173,-71.082854,51875.0
-34.400957,-70.842169,-34.173178,-70.701602,34914.0
-34.400957,-70.842169,-34.164,-70.734403,34854.75
-34.400957,-70.842169,-34.29072,-70.8089,18000.0
-34.400957,-70.842169,-33.963413,-70.68885,61480.0
-34.400957,-70.842169,-34.159411,-70.715086,35312.5
-34.400957,-70.842169,-34.185892,-70.72026,32920.0
-34.400957,-70.842169,-34.265366,-71.0215,54700.0
-34.400957,-70.842169,-34.001488,-70.693508,53690.0
-34.400957,-70.842169,-34.174327,-70.752931,33591.75
-34.400957,-70.842169,-34.222828,-70.972191,48939.0
-34.400957,-70.842169,-34.289161,-71.083084,51766.0
-34.400957,-70.842169,-34.190127,-70.716163,33641.0
-34.400957,-70.842169,-34.179033,-70.714959,33835.0
-34.400957,-70.842169,-34.173571,-70.842738,34905.0
-34.400957,-70.842169,-34.566607,-71.000203,29077.0
-34.400957,-70.842169,-34.331449,-70.888853,15109.0
-34.400957,-70.842169,-34.160367,-70.744945,36506.0
-34.400957,-70.842169,-34.17594,-70.695381,35578.0
-34.400957,-70.842169,-34.114467,-70.682847,40716.0
-34.400957,-70.842169,-34.252923,-70.793993,23115.0
-34.400957,-70.842169,-34.223315,-70.967008,48427.0
-34.400957,-70.842169,-34.163507,-70.712884,34518.0
-34.400957,-70.842169,-34.228274,-70.782333,24788.0
-34.400957,-70.842169,-34.182208,-70.694532,36005.0
-34.209184,-70.814858,-34.592267,-70.98697,52742.0
-34.209184,-70.814858,-34.171195,-70.74279,12784.5
-34.209184,-70.814858,-34.392256,-70.854765,31590.0
-34.209184,-70.814858,-34.177588,-70.757829,12863.5
-34.209184,-70.814858,-34.400957,-70.842169,32188.0
-34.209184,-70.814858,-34.209184,-70.814858,0.0
-34.209184,-70.814858,-34.176538,-70.736833,12019.0
-34.209184,-70.814858,-34.575542,-70.995463,53672.0
-34.209184,-70.814858,-34.212196,-70.657681,18891.0
-34.209184,-70.814858,-34.267358,-71.031469,28304.0
-34.209184,-70.814858,-34.04645,-70.675743,32066.0
-34.209184,-70.814858,-34.035962,-70.647753,32276.0
-34.209184,-70.814858,-34.360931,-70.836255,25773.0
-34.209184,-70.814858,-34.267326,-71.031936,28318.0
-34.209184,-70.814858,-34.583904,-70.992034,52875.0
-34.209184,-70.814858,-34.15092,-70.76583,17750.75
-34.209184,-70.814858,-34.23582,-70.778198,8814.0
-34.209184,-70.814858,-34.238334,-70.978748,22008.0
-34.209184,-70.814858,-34.045113,-70.67002,31456.0
-34.209184,-70.814858,-34.191216,-70.67202,18100.5
-34.209184,-70.814858,-34.175594,-70.703832,13705.0
-34.209184,-70.814858,-34.170956,-70.703133,14099.0
-34.209184,-70.814858,-34.409004,-70.864319,30871.0
-34.209184,-70.814858,-34.20289334239257,-70.75137574951917,6602.0
-34.209184,-70.814858,-34.545347,-70.95309,50486.0
-34.209184,-70.814858,-34.160741,-70.73843,15263.0
-34.209184,-70.814858,-34.590813,-70.996078,53643.0
-34.209184,-70.814858,-34.249185,-71.04603,30389.0
-34.209184,-70.814858,-34.405065,-70.846615,31543.0
-34.209184,-70.814858,-34.590044,-70.968221,53117.0
-34.209184,-70.814858,-34.160107,-70.704028,14807.0
-34.209184,-70.814858,-34.28162,-71.075432,32677.0
-34.209184,-70.814858,-34.167152,-70.740349,15079.25
-34.209184,-70.814858,-34.209034,-70.89944,25448.0
-34.209184,-70.814858,-34.122416,-70.63519,24227.0
-34.209184,-70.814858,-34.451828,-70.894173,34682.0
-34.209184,-70.814858,-34.001395,-70.69353,31929.0
-34.209184,-70.814858,-34.205148,-70.656517,18912.0
-34.209184,-70.814858,-34.244133,-70.985211,22878.0
-34.209184,-70.814858,-34.15542,-70.713246,15446.0
-34.209184,-70.814858,-34.284441,-70.827128,15610.0
-34.209184,-70.814858,-34.578322,-70.99083,53128.0
-34.209184,-70.814858,-34.576814,-71.003303,54794.0
-34.209184,-70.814858,-34.290173,-71.082854,34067.0
-34.209184,-70.814858,-34.173178,-70.701602,14095.0
-34.209184,-70.814858,-34.164,-70.734403,14035.75
-34.209184,-70.814858,-34.29072,-70.8089,16397.0
-34.209184,-70.814858,-33.963413,-70.68885,39709.0
-34.209184,-70.814858,-34.159411,-70.715086,14493.5
-34.209184,-70.814858,-34.185892,-70.72026,12101.0
-34.209184,-70.814858,-34.265366,-71.0215,27869.0
-34.209184,-70.814858,-34.001488,-70.693508,31919.0
-34.209184,-70.814858,-34.174327,-70.752931,13535.5
-34.209184,-70.814858,-34.222828,-70.972191,22108.0
-34.209184,-70.814858,-34.289161,-71.083084,33958.0
-34.209184,-70.814858,-34.190127,-70.716163,12822.0
-34.209184,-70.814858,-34.179033,-70.714959,13016.0
-34.209184,-70.814858,-34.173571,-70.842738,20529.5
-34.209184,-70.814858,-34.566607,-71.000203,54424.0
-34.209184,-70.814858,-34.331449,-70.888853,26660.0
-34.209184,-70.814858,-34.160367,-70.744945,15687.0
-34.209184,-70.814858,-34.17594,-70.695381,14759.0
-34.209184,-70.814858,-34.114467,-70.682847,19897.0
-34.209184,-70.814858,-34.252923,-70.793993,8566.0
-34.209184,-70.814858,-34.223315,-70.967008,21596.0
-34.209184,-70.814858,-34.163507,-70.712884,13699.0
-34.209184,-70.814858,-34.228274,-70.782333,9627.5
-34.209184,-70.814858,-34.182208,-70.694532,15186.0
-34.176538,-70.736833,-34.592267,-70.98697,52862.0
-34.176538,-70.736833,-34.171195,-70.74279,1856.75
-34.176538,-70.736833,-34.392256,-70.854765,31710.0
-34.176538,-70.736833,-34.177588,-70.757829,4365.5
-34.176538,-70.736833,-34.400957,-70.842169,32308.0
-34.176538,-70.736833,-34.209184,-70.814858,10453.0
-34.176538,-70.736833,-34.176538,-70.736833,0.0
-34.176538,-70.736833,-34.575542,-70.995463,53792.0
-34.176538,-70.736833,-34.212196,-70.657681,8761.0
-34.176538,-70.736833,-34.267358,-71.031469,32049.0
-34.176538,-70.736833,-34.04645,-70.675743,22618.0
-34.176538,-70.736833,-34.035962,-70.647753,22828.0
-34.176538,-70.736833,-34.360931,-70.836255,25893.0
-34.176538,-70.736833,-34.267326,-71.031936,32063.0
-34.176538,-70.736833,-34.583904,-70.992034,52995.0
-34.176538,-70.736833,-34.15092,-70.76583,5618.25
-34.176538,-70.736833,-34.23582,-70.778198,11910.0
-34.176538,-70.736833,-34.238334,-70.978748,25753.0
-34.176538,-70.736833,-34.045113,-70.67002,22008.0
-34.176538,-70.736833,-34.191216,-70.67202,8144.0
-34.176538,-70.736833,-34.175594,-70.703832,3988.0
-34.176538,-70.736833,-34.170956,-70.703133,4495.0
-34.176538,-70.736833,-34.409004,-70.864319,30991.0
-34.176538,-70.736833,-34.20289334239257,-70.75137574951917,7138.0
-34.176538,-70.736833,-34.545347,-70.95309,50606.0
-34.176538,-70.736833,-34.160741,-70.73843,2970.0
-34.176538,-70.736833,-34.590813,-70.996078,53763.0
-34.176538,-70.736833,-34.249185,-71.04603,34134.0
-34.176538,-70.736833,-34.405065,-70.846615,31663.0
-34.176538,-70.736833,-34.590044,-70.968221,53237.0
-34.176538,-70.736833,-34.160107,-70.704028,4595.0
-34.176538,-70.736833,-34.28162,-71.075432,36422.0
-34.176538,-70.736833,-34.167152,-70.740349,2534.0
-34.176538,-70.736833,-34.209034,-70.89944,17903.0
-34.176538,-70.736833,-34.122416,-70.63519,14734.0
-34.176538,-70.736833,-34.451828,-70.894173,34802.0
-34.176538,-70.736833,-34.001395,-70.69353,22481.0
-34.176538,-70.736833,-34.205148,-70.656517,8782.0
-34.176538,-70.736833,-34.244133,-70.985211,26623.0
-34.176538,-70.736833,-34.15542,-70.713246,5806.25
-34.176538,-70.736833,-34.284441,-70.827128,15730.0
-34.176538,-70.736833,-34.578322,-70.99083,53248.0
-34.176538,-70.736833,-34.576814,-71.003303,54914.0
-34.176538,-70.736833,-34.290173,-71.082854,37812.0
-34.176538,-70.736833,-34.173178,-70.701602,4378.0
-34.176538,-70.736833,-34.164,-70.734403,2029.0
-34.176538,-70.736833,-34.29072,-70.8089,16517.0
-34.176538,-70.736833,-33.963413,-70.68885,30261.0
-34.176538,-70.736833,-34.159411,-70.715086,5100.5
-34.176538,-70.736833,-34.185892,-70.72026,1971.0
-34.176538,-70.736833,-34.265366,-71.0215,31614.0
-34.176538,-70.736833,-34.001488,-70.693508,22471.0
-34.176538,-70.736833,-34.174327,-70.752931,2607.75
-34.176538,-70.736833,-34.222828,-70.972191,25853.0
-34.176538,-70.736833,-34.289161,-71.083084,37703.0
-34.176538,-70.736833,-34.190127,-70.716163,2692.0
-34.176538,-70.736833,-34.179033,-70.714959,2886.0
-34.176538,-70.736833,-34.173571,-70.842738,11819.0
-34.176538,-70.736833,-34.566607,-71.000203,54544.0
-34.176538,-70.736833,-34.331449,-70.888853,26780.0
-34.176538,-70.736833,-34.160367,-70.744945,3337.75
-34.176538,-70.736833,-34.17594,-70.695381,5042.0
-34.176538,-70.736833,-34.114467,-70.682847,10404.0
-34.176538,-70.736833,-34.252923,-70.793993,11069.0
-34.176538,-70.736833,-34.223315,-70.967008,25341.0
-34.176538,-70.736833,-34.163507,-70.712884,4206.0
-34.176538,-70.736833,-34.228274,-70.782333,10294.0
-34.176538,-70.736833,-34.182208,-70.694532,5469.0
-34.575542,-70.995463,-34.592267,-70.98697,3045.0
-34.575542,-70.995463,-34.171195,-70.74279,56065.5
-34.575542,-70.995463,-34.392256,-70.854765,27945.0
