origin_latitude,origin_longitude,destination_latitude,destination_longitude,distance
-33.463687,-70.576311,-33.405694,-70.538639,9583.25
-33.463687,-70.576311,-33.512382,-70.627946,9516.0
-33.463687,-70.576311,-33.463687,-70.576311,0.0
-33.463687,-70.576311,-33.45431,-70.578176,1734.0
-33.463687,-70.576311,-33.376639,-70.514639,15438.0
-33.463687,-70.576311,-33.384694,-70.575,10674.0
-33.463687,-70.576311,-33.509171,-70.658431,17801.0
-33.463687,-70.576311,-33.409102,-70.54063,8964.0
-33.463687,-70.576311,-33.3139,-70.5727,24547.75
-33.463687,-70.576311,-33.392611,-70.543111,10561.5
-33.463687,-70.576311,-33.390248,-70.528427,13974.0
-33.463687,-70.576311,-33.5325329703107,-70.75363902386597,25171.0
-33.463687,-70.576311,-33.409528,-70.538806,9241.0
-33.463687,-70.576311,-33.39082,-70.579412,9523.0
-33.463687,-70.576311,-33.509594,-70.618326,8702.0
-33.463687,-70.576311,-33.430361,-70.576361,5283.75
-33.463687,-70.576311,-33.413528,-70.595528,7575.5
-33.463687,-70.576311,-33.395222,-70.5945,9490.0
-33.463687,-70.576311,-33.491546,-70.644944,10681.0
-33.463687,-70.576311,-33.442085,-70.624108,7196.25
-33.463687,-70.576311,-33.457086,-70.576128,1074.0
-33.463687,-70.576311,-33.440333,-70.580361,3868.0
-33.463687,-70.576311,-33.423333,-70.563806,6061.0
-33.463687,-70.576311,-33.414287,-70.594886,7553.25
-33.463687,-70.576311,-33.406608,-70.538289,9395.0
-33.463687,-70.576311,-33.468889,-70.536268,5583.0
-33.463687,-70.576311,-33.51621,-70.64817,11846.0
-33.463687,-70.576311,-33.598844,-70.609996,17244.0
-33.463687,-70.576311,-33.417222,-70.564306,6744.0
-33.463687,-70.576311,-33.435158,-70.61393,6200.0
-33.463687,-70.576311,-33.432181,-70.623623,8392.0
-33.463687,-70.576311,-33.376694,-70.520472,15592.0
-33.463687,-70.576311,-33.512889,-70.663583,19163.0
-33.463687,-70.576311,-33.508428,-70.663867,12841.0
-33.463687,-70.576311,-33.4175,-70.586333,6482.75
-33.463687,-70.576311,-33.316346,-70.568629,24410.75
-33.463687,-70.576311,-33.378332,-70.51873,15215.0
-33.463687,-70.576311,-33.410083,-70.563444,7753.0
-33.463687,-70.576311,-33.435896,-70.608052,5430.0
-33.463687,-70.576311,-33.413565,-70.530028,9638.0
-33.463687,-70.576311,-33.4664,-70.6169,5547.0
-33.463687,-70.576311,-33.507306,-70.657139,12541.0
-33.463687,-70.576311,-33.384972,-70.574306,10324.0
-33.463687,-70.576311,-33.384889,-70.57425,10334.0
-33.463687,-70.576311,-33.379062,-70.556117,12432.5
-33.463687,-70.576311,-33.415194,-70.593361,7702.75
-33.463687,-70.576311,-33.497385,-70.524781,8686.0
-33.463687,-70.576311,-33.375031,-70.573129,12018.0
-33.463687,-70.576311,-33.384389,-70.526278,13274.5
-33.45431,-70.578176,-33.405694,-70.538639,8708.25
-33.45431,-70.578176,-33.512382,-70.627946,11018.0
-33.45431,-70.578176,-33.463687,-70.576311,1691.0
-33.45431,-70.578176,-33.45431,-70.578176,0.0
-33.45431,-70.578176,-33.376639,-70.514639,14803.0
-33.45431,-70.578176,-33.384694,-70.575,10424.0
-33.45431,-70.578176,-33.509171,-70.658431,19303.0
-33.45431,-70.578176,-33.409102,-70.54063,8089.0
-33.45431,-70.578176,-33.3139,-70.5727,23912.75
-33.45431,-70.578176,-33.392611,-70.543111,9939.75
-33.45431,-70.578176,-33.390248,-70.528427,13339.0
-33.45431,-70.578176,-33.5325329703107,-70.75363902386597,26673.0
-33.45431,-70.578176,-33.409528,-70.538806,8366.0
-33.45431,-70.578176,-33.39082,-70.579412,8888.0
-33.45431,-70.578176,-33.509594,-70.618326,10204.0
-33.45431,-70.578176,-33.430361,-70.576361,4384.0
-33.45431,-70.578176,-33.413528,-70.595528,6181.5
-33.45431,-70.578176,-33.395222,-70.5945,9065.5
-33.45431,-70.578176,-33.491546,-70.644944,12183.0
-33.45431,-70.578176,-33.442085,-70.624108,5011.0
-33.45431,-70.578176,-33.457086,-70.576128,647.0
-33.45431,-70.578176,-33.440333,-70.580361,2474.0
-33.45431,-70.578176,-33.423333,-70.563806,5483.0
-33.45431,-70.578176,-33.414287,-70.594886,6064.0
-33.45431,-70.578176,-33.406608,-70.538289,8520.0
-33.45431,-70.578176,-33.468889,-70.536268,5188.0
-33.45431,-70.578176,-33.51621,-70.64817,13348.0
-33.45431,-70.578176,-33.598844,-70.609996,18746.0
-33.45431,-70.578176,-33.417222,-70.564306,6166.0
-33.45431,-70.578176,-33.435158,-70.61393,4806.0
-33.45431,-70.578176,-33.432181,-70.623623,6121.0
-33.45431,-70.578176,-33.376694,-70.520472,14957.0
-33.45431,-70.578176,-33.512889,-70.663583,20665.0
-33.45431,-70.578176,-33.508428,-70.663867,14343.0
-33.45431,-70.578176,-33.4175,-70.586333,5827.5
-33.45431,-70.578176,-33.316346,-70.568629,23775.75
-33.45431,-70.578176,-33.378332,-70.51873,14580.0
-33.45431,-70.578176,-33.410083,-70.563444,7175.0
-33.45431,-70.578176,-33.435896,-70.608052,4036.0
-33.45431,-70.578176,-33.413565,-70.530028,8870.0
-33.45431,-70.578176,-33.4664,-70.6169,5605.0
-33.45431,-70.578176,-33.507306,-70.657139,14043.0
-33.45431,-70.578176,-33.384972,-70.574306,9689.0
-33.45431,-70.578176,-33.384889,-70.57425,9699.0
-33.45431,-70.578176,-33.379062,-70.556117,11773.0
-33.45431,-70.578176,-33.415194,-70.593361,6220.0
-33.45431,-70.578176,-33.497385,-70.524781,9422.0
-33.45431,-70.578176,-33.375031,-70.573129,12486.75
-33.45431,-70.578176,-33.384389,-70.526278,12852.75
-33.376639,-70.514639,-33.405694,-70.538639,5232.0
-33.376639,-70.514639,-33.512382,-70.627946,24749.0
-33.376639,-70.514639,-33.463687,-70.576311,15809.0
-33.376639,-70.514639,-33.45431,-70.578176,14850.0
-33.376639,-70.514639,-33.376639,-70.514639,0.0
-33.376639,-70.514639,-33.384694,-70.575,7542.0
-33.376639,-70.514639,-33.509171,-70.658431,25079.0
-33.376639,-70.514639,-33.409102,-70.54063,5607.0
-33.376639,-70.514639,-33.3139,-70.5727,11519.25
-33.376639,-70.514639,-33.392611,-70.543111,4386.5
-33.376639,-70.514639,-33.390248,-70.528427,2428.0
-33.376639,-70.514639,-33.5325329703107,-70.75363902386597,47829.0
-33.376639,-70.514639,-33.409528,-70.538806,5538.0
-33.376639,-70.514639,-33.39082,-70.579412,8164.0
-33.376639,-70.514639,-33.509594,-70.618326,23935.0
-33.376639,-70.514639,-33.430361,-70.576361,11682.0
-33.376639,-70.514639,-33.413528,-70.595528,10906.0
-33.376639,-70.514639,-33.395222,-70.5945,10711.0
-33.376639,-70.514639,-33.491546,-70.644944,22483.0
-33.376639,-70.514639,-33.442085,-70.624108,14481.0
-33.376639,-70.514639,-33.457086,-70.576128,15163.0
-33.376639,-70.514639,-33.440333,-70.580361,13922.75
-33.376639,-70.514639,-33.423333,-70.563806,9647.0
-33.376639,-70.514639,-33.414287,-70.594886,11074.5
-33.376639,-70.514639,-33.406608,-70.538289,5434.0
-33.376639,-70.514639,-33.468889,-70.536268,13259.25
-33.376639,-70.514639,-33.51621,-70.64817,26798.0
-33.376639,-70.514639,-33.598844,-70.609996,32477.0
-33.376639,-70.514639,-33.417222,-70.564306,8805.0
-33.376639,-70.514639,-33.435158,-70.61393,13627.5
-33.376639,-70.514639,-33.432181,-70.623623,13812.0
-33.376639,-70.514639,-33.376694,-70.520472,736.0
-33.376639,-70.514639,-33.512889,-70.663583,25361.0
-33.376639,-70.514639,-33.508428,-70.663867,24808.0
-33.376639,-70.514639,-33.4175,-70.586333,10098.0
-33.376639,-70.514639,-33.316346,-70.568629,11382.25
-33.376639,-70.514639,-33.378332,-70.51873,447.0
-33.376639,-70.514639,-33.410083,-70.563444,8158.0
-33.376639,-70.514639,-33.435896,-70.608052,13299.5
-33.376639,-70.514639,-33.413565,-70.530028,5597.0
-33.376639,-70.514639,-33.4664,-70.6169,18354.0
-33.376639,-70.514639,-33.507306,-70.657139,24891.0
-33.376639,-70.514639,-33.384972,-70.574306,7363.0
-33.376639,-70.514639,-33.384889,-70.57425,7353.0
-33.376639,-70.514639,-33.379062,-70.556117,5630.5
-33.376639,-70.514639,-33.415194,-70.593361,11075.5
-33.376639,-70.514639,-33.497385,-70.524781,17092.0
-33.376639,-70.514639,-33.375031,-70.573129,6849.0
-33.376639,-70.514639,-33.384389,-70.526278,2538.0
-33.384694,-70.575,-33.405694,-70.538639,5558.0
-33.384694,-70.575,-33.512382,-70.627946,19336.0
-33.384694,-70.575,-33.463687,-70.576311,10396.0
-33.384694,-70.575,-33.45431,-70.578176,9437.0
-33.384694,-70.575,-33.376639,-70.514639,7415.25
-33.384694,-70.575,-33.384694,-70.575,0.0
-33.384694,-70.575,-33.509171,-70.658431,20249.0
-33.384694,-70.575,-33.409102,-70.54063,5805.0
-33.384694,-70.575,-33.3139,-70.5727,15215.0
-33.384694,-70.575,-33.392611,-70.543111,4546.0
-33.384694,-70.575,-33.390248,-70.528427,6427.0
-33.384694,-70.575,-33.5325329703107,-70.75363902386597,41479.75
-33.384694,-70.575,-33.409528,-70.538806,6082.0
-33.384694,-70.575,-33.39082,-70.579412,1033.0
-33.384694,-70.575,-33.509594,-70.618326,18522.0
-33.384694,-70.575,-33.430361,-70.576361,6269.0
-33.384694,-70.575,-33.413528,-70.595528,5565.0
-33.384694,-70.575,-33.395222,-70.5945,2781.75
-33.384694,-70.575,-33.491546,-70.644944,17653.0
-33.384694,-70.575,-33.442085,-70.624108,9651.0
-33.384694,-70.575,-33.457086,-70.576128,9750.0
-33.384694,-70.575,-33.440333,-70.580361,8218.0
-33.384694,-70.575,-33.423333,-70.563806,5092.0
-33.384694,-70.575,-33.414287,-70.594886,5615.0
-33.384694,-70.575,-33.406608,-70.538289,5656.0
-33.384694,-70.575,-33.468889,-70.536268,12575.0
-33.384694,-70.575,-33.51621,-70.64817,21741.5
-33.384694,-70.575,-33.598844,-70.609996,27064.0
-33.384694,-70.575,-33.417222,-70.564306,4250.0
-33.384694,-70.575,-33.435158,-70.61393,8797.5
-33.384694,-70.575,-33.432181,-70.623623,8982.0
-33.384694,-70.575,-33.376694,-70.520472,7569.25
-33.384694,-70.575,-33.512889,-70.663583,20531.0
-33.384694,-70.575,-33.508428,-70.663867,19978.0
-33.384694,-70.575,-33.4175,-70.586333,4685.0
-33.384694,-70.575,-33.316346,-70.568629,15078.0
-33.384694,-70.575,-33.378332,-70.51873,7718.25
-33.384694,-70.575,-33.410083,-70.563444,3603.0
-33.384694,-70.575,-33.435896,-70.608052,8469.5
-33.384694,-70.575,-33.413565,-70.530028,7104.0
-33.384694,-70.575,-33.4664,-70.6169,13524.0
-33.384694,-70.575,-33.507306,-70.657139,20061.0
-33.384694,-70.575,-33.384972,-70.574306,232.0
-33.384694,-70.575,-33.384889,-70.57425,222.0
-33.384694,-70.575,-33.379062,-70.556117,2333.0
-33.384694,-70.575,-33.415194,-70.593361,5616.0
-33.384694,-70.575,-33.497385,-70.524781,16809.0
-33.384694,-70.575,-33.375031,-70.573129,1922.0
-33.384694,-70.575,-33.384389,-70.526278,6985.0
-33.509171,-70.658431,-33.405694,-70.538639,26714.25
-33.509171,-70.658431,-33.512382,-70.627946,4500.0
-33.509171,-70.658431,-33.463687,-70.576311,18566.0
-33.509171,-70.658431,-33.45431,-70.578176,19461.0
-33.509171,-70.658431,-33.376639,-70.514639,32569.0
-33.509171,-70.658431,-33.384694,-70.575,20918.75
-33.509171,-70.658431,-33.509171,-70.658431,0.0
-33.509171,-70.658431,-33.409102,-70.54063,26095.0
-33.509171,-70.658431,-33.3139,-70.5727,50894.75
-33.509171,-70.658431,-33.392611,-70.543111,27692.5
-33.509171,-70.658431,-33.390248,-70.528427,31105.0
-33.509171,-70.658431,-33.5325329703107,-70.75363902386597,13979.5
-33.509171,-70.658431,-33.409528,-70.538806,26372.0
-33.509171,-70.658431,-33.39082,-70.579412,20480.75
-33.509171,-70.658431,-33.509594,-70.618326,5237.75
-33.509171,-70.658431,-33.430361,-70.576361,22250.0
-33.509171,-70.658431,-33.413528,-70.595528,16562.25
-33.509171,-70.658431,-33.395222,-70.5945,18457.75
-33.509171,-70.658431,-33.491546,-70.644944,3763.0
-33.509171,-70.658431,-33.442085,-70.624108,11212.0
-33.509171,-70.658431,-33.457086,-70.576128,18749.0
-33.509171,-70.658431,-33.440333,-70.580361,21430.0
-33.509171,-70.658431,-33.423333,-70.563806,23192.0
-33.509171,-70.658431,-33.414287,-70.594886,16369.75
-33.509171,-70.658431,-33.406608,-70.538289,26526.0
-33.509171,-70.658431,-33.468889,-70.536268,21587.0
-33.509171,-70.658431,-33.51621,-70.64817,2573.0
-33.509171,-70.658431,-33.598844,-70.609996,14188.75
-33.509171,-70.658431,-33.417222,-70.564306,23875.0
-33.509171,-70.658431,-33.435158,-70.61393,13503.5
-33.509171,-70.658431,-33.432181,-70.623623,12649.75
-33.509171,-70.658431,-33.376694,-70.520472,32723.0
-33.509171,-70.658431,-33.512889,-70.663583,1288.0
-33.509171,-70.658431,-33.508428,-70.663867,952.0
-33.509171,-70.658431,-33.4175,-70.586333,23613.75
-33.509171,-70.658431,-33.316346,-70.568629,50239.75
-33.509171,-70.658431,-33.378332,-70.51873,32346.0
-33.509171,-70.658431,-33.410083,-70.563444,24884.0
-33.509171,-70.658431,-33.435896,-70.608052,13056.0
-33.509171,-70.658431,-33.413565,-70.530028,26769.0
-33.509171,-70.658431,-33.4664,-70.6169,8444.0
-33.509171,-70.658431,-33.507306,-70.657139,1015.0
-33.509171,-70.658431,-33.384972,-70.574306,21062.75
-33.509171,-70.658431,-33.384889,-70.57425,21052.75
-33.509171,-70.658431,-33.379062,-70.556117,22717.75
-33.509171,-70.658431,-33.415194,-70.593361,16606.75
-33.509171,-70.658431,-33.497385,-70.524781,15934.0
-33.509171,-70.658431,-33.375031,-70.573129,22176.75
-33.509171,-70.658431,-33.384389,-70.526278,30405.5
-33.409102,-70.54063,-33.405694,-70.538639,609.0
-33.409102,-70.54063,-33.512382,-70.627946,17952.75
-33.409102,-70.54063,-33.463687,-70.576311,9012.75
-33.409102,-70.54063,-33.45431,-70.578176,8053.75
-33.409102,-70.54063,-33.376639,-70.514639,5586.0
-33.409102,-70.54063,-33.384694,-70.575,5957.0
-33.409102,-70.54063,-33.509171,-70.658431,26237.75
-33.409102,-70.54063,-33.409102,-70.54063,0.0
-33.409102,-70.54063,-33.3139,-70.5727,15076.75
-33.409102,-70.54063,-33.392611,-70.543111,2442.0
-33.409102,-70.54063,-33.390248,-70.528427,3576.0
-33.409102,-70.54063,-33.5325329703107,-70.75363902386597,33607.75
-33.409102,-70.54063,-33.409528,-70.538806,349.0
-33.409102,-70.54063,-33.39082,-70.579412,5568.0
-33.409102,-70.54063,-33.509594,-70.618326,17138.75
-33.409102,-70.54063,-33.430361,-70.576361,5570.75
-33.409102,-70.54063,-33.413528,-70.595528,5580.0
-33.409102,-70.54063,-33.395222,-70.5945,6614.0
-33.409102,-70.54063,-33.491546,-70.644944,19117.75
-33.409102,-70.54063,-33.442085,-70.624108,9835.0
-33.409102,-70.54063,-33.457086,-70.576128,8366.75
-33.409102,-70.54063,-33.440333,-70.580361,6909.0
-33.409102,-70.54063,-33.423333,-70.563806,3495.5
-33.409102,-70.54063,-33.414287,-70.594886,5439.0
-33.409102,-70.54063,-33.406608,-70.538289,503.0
-33.409102,-70.54063,-33.468889,-70.536268,7619.0
-33.409102,-70.54063,-33.51621,-70.64817,20282.75
-33.409102,-70.54063,-33.598844,-70.609996,25680.75
-33.409102,-70.54063,-33.417222,-70.564306,3355.5
-33.409102,-70.54063,-33.435158,-70.61393,8056.0
-33.409102,-70.54063,-33.432181,-70.623623,8926.0
-33.409102,-70.54063,-33.376694,-70.520472,6275.5
-33.409102,-70.54063,-33.512889,-70.663583,27599.75
-33.409102,-70.54063,-33.508428,-70.663867,21277.75
-33.409102,-70.54063,-33.4175,-70.586333,5406.75
-33.409102,-70.54063,-33.316346,-70.568629,14939.75
-33.409102,-70.54063,-33.378332,-70.51873,5254.0
-33.409102,-70.54063,-33.410083,-70.563444,2841.0
-33.409102,-70.54063,-33.435896,-70.608052,7728.0
-33.409102,-70.54063,-33.413565,-70.530028,1573.25
-33.409102,-70.54063,-33.4664,-70.6169,13286.0
-33.409102,-70.54063,-33.507306,-70.657139,20977.75
-33.409102,-70.54063,-33.384972,-70.574306,5499.0
-33.409102,-70.54063,-33.384889,-70.57425,5509.0
-33.409102,-70.54063,-33.379062,-70.556117,4172.0
-33.409102,-70.54063,-33.415194,-70.593361,5638.0
-33.409102,-70.54063,-33.497385,-70.524781,11451.75
-33.409102,-70.54063,-33.375031,-70.573129,6399.0
-33.409102,-70.54063,-33.384389,-70.526278,3753.0
-33.3139,-70.5727,-33.405694,-70.538639,15180.5
-33.3139,-70.5727,-33.512382,-70.627946,43805.5
-33.3139,-70.5727,-33.463687,-70.576311,26974.0
-33.3139,-70.5727,-33.45431,-70.578176,26015.0
-33.3139,-70.5727,-33.376639,-70.514639,13226.0
-33.3139,-70.5727,-33.384694,-70.575,14272.5
-33.3139,-70.5727,-33.509171,-70.658431,48874.0
-33.3139,-70.5727,-33.409102,-70.54063,15523.5
-33.3139,-70.5727,-33.3139,-70.5727,0.0
-33.3139,-70.5727,-33.392611,-70.543111,13859.0
-33.3139,-70.5727,-33.390248,-70.528427,13048.0
-33.3139,-70.5727,-33.5325329703107,-70.75363902386597,57692.25
-33.3139,-70.5727,-33.409528,-70.538806,15417.0
-33.3139,-70.5727,-33.39082,-70.579412,14894.5
-33.3139,-70.5727,-33.509594,-70.618326,35100.0
-33.3139,-70.5727,-33.430361,-70.576361,22847.0
-33.3139,-70.5727,-33.413528,-70.595528,20942.25
-33.3139,-70.5727,-33.395222,-70.5945,18367.0
-33.3139,-70.5727,-33.491546,-70.644944,47697.0
-33.3139,-70.5727,-33.442085,-70.624108,24055.0
-33.3139,-70.5727,-33.457086,-70.576128,26328.0
-33.3139,-70.5727,-33.440333,-70.580361,24796.0
-33.3139,-70.5727,-33.423333,-70.563806,18379.25
-33.3139,-70.5727,-33.414287,-70.594886,21110.75
-33.3139,-70.5727,-33.406608,-70.538289,15356.5
-33.3139,-70.5727,-33.468889,-70.536268,22986.0
-33.3139,-70.5727,-33.51621,-70.64817,50593.0
-33.3139,-70.5727,-33.598844,-70.609996,43642.0
-33.3139,-70.5727,-33.417222,-70.564306,18025.25
-33.3139,-70.5727,-33.435158,-70.61393,23201.5
-33.3139,-70.5727,-33.432181,-70.623623,23386.0
-33.3139,-70.5727,-33.376694,-70.520472,13380.0
-33.3139,-70.5727,-33.512889,-70.663583,49156.0
-33.3139,-70.5727,-33.508428,-70.663867,48603.0
-33.3139,-70.5727,-33.4175,-70.586333,21263.0
-33.3139,-70.5727,-33.316346,-70.568629,1511.0
-33.3139,-70.5727,-33.378332,-70.51873,13529.0
-33.3139,-70.5727,-33.410083,-70.563444,17199.75
-33.3139,-70.5727,-33.435896,-70.608052,22873.5
-33.3139,-70.5727,-33.413565,-70.530028,16164.0
-33.3139,-70.5727,-33.4664,-70.6169,27928.0
-33.3139,-70.5727,-33.507306,-70.657139,48686.0
-33.3139,-70.5727,-33.384972,-70.574306,14093.5
-33.3139,-70.5727,-33.384889,-70.57425,14083.5
-33.3139,-70.5727,-33.379062,-70.556117,13299.0
-33.3139,-70.5727,-33.415194,-70.593361,21111.75
-33.3139,-70.5727,-33.497385,-70.524781,26818.75
-33.3139,-70.5727,-33.375031,-70.573129,13579.5
-33.3139,-70.5727,-33.384389,-70.526278,13752.0
-33.392611,-70.543111,-33.405694,-70.538639,2228.5
-33.392611,-70.543111,-33.512382,-70.627946,20383.75
-33.392611,-70.543111,-33.463687,-70.576311,11443.75
-33.392611,-70.543111,-33.45431,-70.578176,10484.75
-33.392611,-70.543111,-33.376639,-70.514639,3846.0
-33.392611,-70.543111,-33.384694,-70.575,4760.0
-33.392611,-70.543111,-33.509171,-70.658431,24046.0
-33.392611,-70.543111,-33.409102,-70.54063,2603.5
-33.392611,-70.543111,-33.3139,-70.5727,12937.75
-33.392611,-70.543111,-33.392611,-70.543111,0.0
-33.392611,-70.543111,-33.390248,-70.528427,2107.5
-33.392611,-70.543111,-33.5325329703107,-70.75363902386597,44343.5
-33.392611,-70.543111,-33.409528,-70.538806,2534.5
-33.392611,-70.543111,-33.39082,-70.579412,6946.0
-33.392611,-70.543111,-33.509594,-70.618326,19569.75
-33.392611,-70.543111,-33.430361,-70.576361,8086.0
-33.392611,-70.543111,-33.413528,-70.595528,9263.0
-33.392611,-70.543111,-33.395222,-70.5945,9969.0
-33.392611,-70.543111,-33.491546,-70.644944,21450.0
-33.392611,-70.543111,-33.442085,-70.624108,13448.0
-33.392611,-70.543111,-33.457086,-70.576128,10797.75
-33.392611,-70.543111,-33.440333,-70.580361,9340.0
-33.392611,-70.543111,-33.423333,-70.563806,5934.25
-33.392611,-70.543111,-33.414287,-70.594886,8578.0
-33.392611,-70.543111,-33.406608,-70.538289,2430.5
-33.392611,-70.543111,-33.468889,-70.536268,10255.75
-33.392611,-70.543111,-33.51621,-70.64817,22713.75
-33.392611,-70.543111,-33.598844,-70.609996,28111.75
-33.392611,-70.543111,-33.417222,-70.564306,5794.25
-33.392611,-70.543111,-33.435158,-70.61393,12594.5
-33.392611,-70.543111,-33.432181,-70.623623,12779.0
-33.392611,-70.543111,-33.376694,-70.520472,4000.0
-33.392611,-70.543111,-33.512889,-70.663583,24328.0
-33.392611,-70.543111,-33.508428,-70.663867,23775.0
-33.392611,-70.543111,-33.4175,-70.586333,6546.0
-33.392611,-70.543111,-33.316346,-70.568629,12800.75
-33.392611,-70.543111,-33.378332,-70.51873,3623.0
-33.392611,-70.543111,-33.410083,-70.563444,4470.0
-33.392611,-70.543111,-33.435896,-70.608052,12266.5
-33.392611,-70.543111,-33.413565,-70.530028,3281.5
